,season,week,538_brier,qbelo_brier,nfelo_brier,nfelo_unregressed_brier,market_brier,market_open_brier,538_open_ats,qbelo_open_ats,nfelo_open_ats,538_close_ats,qbelo_close_ats,nfelo_close_ats,538_open_ats_break_even,qbelo_open_ats_break_even,538_close_ats_break_even,qbelo_close_ats_break_even,nfelo_open_ats_be,nfelo_close_ats_be,538_se,qbelo_se,nfelo_se,nfelo_unregressed_se,market_se,market_open_se,538_su,qbelo_su,nfelo_su,nfelo_unregressed_su,market_su,market_open_su,home_line_close,qbelo_home_line_close_rounded,nfelo_home_line_close_rounded,nfelo_close_ats_be_unregressed
19,2009,2,0.2774040281955159,-4.005833693196337,-3.49816346171502,-2.445951310679078,-12.88198594729036,-19.814351125734113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,196.0,225.0,225.0,210.25,289.0,342.25,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,-1.0,1.0
20,2009,2,-0.28633337565366546,-13.428818857852676,-6.7975046770201,-5.189413751808392,-12.881985947290353,-15.178213497313166,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,9.0,36.0,20.25,20.25,36.0,42.25,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-1.5,
21,2009,2,-3.680703339256297,-17.676279123681127,-15.34597085231092,-15.281114325536826,-15.178213497313166,-22.134974312648907,1.0,1.0,,1.0,0.0,,1.0,,1.0,,,,64.0,121.0,110.25,110.25,110.25,144.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,3.5,
22,2009,2,-28.48622801577676,-4.5886164726400835,8.449438243707672,-11.996497903156694,10.21470116863547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1056.25,729.0,552.25,841.0,529.0,676.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,-1.0,2.5,0.0
23,2009,2,-29.66254091273335,-21.90765601034208,-23.53945946932413,-22.23825794344163,-31.222915056478378,-35.53934519967879,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,90.25,64.0,72.25,64.0,100.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-5.0,-5.5,1.0
24,2009,2,20.20334992367019,19.714039784399517,21.615440957870188,22.5141238938947,21.615440957870188,22.02466395752174,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,36.0,30.25,56.25,72.25,56.25,64.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.5,-7.5,-9.5,
25,2009,2,7.581788781015675,12.328271027740811,12.879903061302912,13.833122314020256,12.879903061302912,14.07269249796251,0.0,0.0,,0.0,,,0.0,,0.0,,,,121.0,81.0,81.0,72.25,81.0,72.25,1.0,1.0,1.0,1.0,1.0,1.0,-4.0,-4.0,-4.0,
26,2009,2,10.289009233825652,7.263190024553978,6.523446018642673,6.609231986795038,3.7591132537534797,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,100.0,121.0,121.0,121.0,144.0,169.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-2.0,-2.0,
27,2009,2,-12.652622864531175,-6.538769749887759,-12.881985947281258,-8.86913085806507,-12.881985947290339,-12.881985947290339,,1.0,,,1.0,,,,,,,,36.0,20.25,36.0,25.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,3.0,
28,2009,2,15.290902472673906,9.316018492505407,13.300046844483624,15.033900911919076,10.214701168635479,10.214701168635479,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,,1.0,1.0,256.0,342.25,289.0,256.0,324.0,324.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.0,-2.5,-4.0,1.0
29,2009,2,-3.700797866406802,-15.01187498897849,-6.792752955675496e-07,-9.379016408439227,0.0,-15.178213497313166,1.0,,,0.0,0.0,,1.0,,,0.0,,,36.0,72.25,25.0,49.0,25.0,72.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,-0.0,0.0
30,2009,2,-4.377090881213515,-7.83243709927639,-12.881985947290353,-9.476262157871552,-12.881985947290353,-10.613241568442895,1.0,1.0,,1.0,1.0,,,,1.0,,,,9.0,16.0,25.0,16.0,25.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-3.0,
31,2009,2,7.751956330262999,10.88064239788622,6.378594556358827,3.490645726814652,10.21470116863547,10.21470116863547,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,4.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0
32,2009,3,23.171721424660063,21.165003236452762,23.356378874732115,23.18145914996086,23.8451165043221,23.996527864205827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,361.0,484.0,361.0,361.0,306.25,289.0,1.0,1.0,1.0,1.0,1.0,1.0,-13.5,-9.0,-12.0,
33,2009,3,-19.047725697424767,-20.232521656204483,-26.732096005819848,-19.870917145173777,-26.734900580576806,-26.734900580576806,1.0,1.0,,1.0,1.0,,,,,,,,90.25,90.25,121.0,90.25,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.5,6.0,
34,2009,3,-20.040363832180574,-19.041507291593973,-17.49223774800508,-12.356159625531753,-17.49223774800508,-15.178213497313166,0.0,0.0,,0.0,0.0,,,,,,,,132.25,132.25,121.0,100.0,121.0,110.25,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.5,-4.0,
35,2009,3,15.566905236613593,16.521878092952136,17.97223483768223,20.049609032390123,17.968257762096275,17.968257762096275,1.0,1.0,,1.0,1.0,,,,,,,,4.0,6.25,12.25,25.0,12.25,12.25,1.0,1.0,1.0,1.0,1.0,1.0,-6.5,-5.5,-6.5,
36,2009,3,11.240915446213862,14.772348722339856,14.07269249796251,12.891562030130931,14.07269249796251,14.07269249796251,0.0,1.0,,0.0,1.0,,,,,,,,156.25,121.0,132.25,144.0,132.25,132.25,1.0,1.0,1.0,1.0,1.0,1.0,-4.5,-5.0,-4.5,
37,2009,3,6.218393872444494,8.154319145475242,1.4230912514528775,1.4073160521571388,3.7591132537534797,10.214701168635479,0.0,0.0,0.0,1.0,1.0,0.0,,,,,0.0,,30.25,20.25,42.25,42.25,36.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-2.5,-0.5,
38,2009,3,22.948939530442303,16.956233283411848,18.53859789431619,18.49249768888769,19.441597982123742,21.615440957870188,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,72.25,196.0,169.0,169.0,156.25,110.25,1.0,1.0,1.0,1.0,1.0,1.0,-7.5,-6.0,-7.0,
39,2009,3,11.86189551484693,11.544347560663136,15.094017586679314,14.024848816752673,17.96825776209628,18.740967337221175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.25,240.25,196.0,210.25,156.25,144.0,1.0,1.0,1.0,1.0,1.0,1.0,6.5,3.5,5.0,0.0
40,2009,3,13.133910897005219,15.671632293356108,13.323469287774898,12.316438508629364,17.96825776209628,20.07472254444104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,400.0,361.0,400.0,400.0,306.25,256.0,1.0,1.0,1.0,1.0,1.0,1.0,6.5,5.0,4.0,0.0
41,2009,3,5.912657574566449,7.043615370386291,17.119053943554096,13.825907776581394,17.119053943554096,12.879903061302912,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,342.25,324.0,196.0,240.25,196.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,6.0,
42,2009,3,2.682744654838043,-1.711937643364081,6.659879724425306,-9.696816194760288,10.21470116863547,3.7591132537534797,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,30.25,42.25,16.0,72.25,9.0,25.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,-0.5,2.0,0.0
43,2009,3,-17.517835975211774,-12.98433064668103,-12.881985947290339,-21.46240993281978,-12.881985947290339,-19.814351125734113,1.0,1.0,,0.0,,,,,,,,,49.0,36.0,36.0,64.0,36.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
44,2009,3,-0.41617266592907853,-0.03791695967869657,8.740420383830905,0.707592728357259,8.740420408796655,-4.065213716435622,1.0,1.0,,0.0,0.0,,,,0.0,0.0,,,400.0,400.0,306.25,400.0,306.25,441.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,-0.0,2.5,0.0
45,2009,3,15.74726624249898,18.807647198076438,15.844785967845949,15.941960344775264,15.174856817753282,18.740967337221175,0.0,,,1.0,1.0,1.0,,,,1.0,,,20.25,9.0,20.25,20.25,25.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.0,-7.0,-5.5,
46,2009,3,2.156535791263181,1.261377796040719,-12.88198594729036,-5.484929465138599,-12.88198594729036,-4.065213716435622,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,420.25,420.25,576.0,506.25,576.0,484.0,1.0,1.0,0.0,0.0,0.0,0.0,-3.0,0.5,-3.0,
47,2009,3,14.991371249651309,16.32773720129954,19.616931150791952,19.565920872664673,20.644986679682255,22.38899459172338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,72.25,42.25,42.25,30.25,12.25,1.0,1.0,1.0,1.0,1.0,1.0,-8.5,-5.5,-7.5,
48,2009,4,22.177690698276464,21.856471838668767,22.024664901298785,23.078875440044698,22.02466395752174,23.672425836978878,0.0,0.0,,,,,0.0,0.0,,,,,196.0,196.0,196.0,156.25,196.0,121.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.0,-10.0,-10.0,
49,2009,4,5.598514634380081,5.558183108226089,17.53573385355831,7.7595015742654425,17.96825776209628,12.879903061302912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,2.25,9.0,1.0,12.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.5,1.5,6.0,1.0
50,2009,4,14.460861506584877,17.14480364413724,20.08504908253951,20.04492530839214,20.644986679682255,22.38899459172338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,342.25,289.0,225.0,225.0,210.25,156.25,1.0,1.0,1.0,1.0,1.0,1.0,-8.5,-6.0,-8.0,
51,2009,4,22.795611502078827,21.216333902046003,22.38899459172338,22.515286086186407,22.38899459172338,22.38899459172338,1.0,0.0,,1.0,0.0,,,,,,,,36.0,64.0,42.25,42.25,42.25,42.25,1.0,1.0,1.0,1.0,1.0,1.0,-10.5,-9.0,-10.5,
52,2009,4,-2.6719855972462625,4.587009162820266,-12.881985947289479,-7.628198372480597,-12.881985947290339,-4.065213716435633,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,420.25,361.0,529.0,484.0,529.0,441.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-1.0,3.0,
53,2009,4,20.857880897523273,18.337823472359016,19.212722792168584,18.816768638654736,21.15703388924004,22.02466395752174,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,6.25,20.25,12.25,16.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.5,7.5,0.0
54,2009,4,3.4985906284973147,11.879421808083634,1.9810836017694058,1.2685901640039887,7.171944429328029,10.214701168635479,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,,25.0,6.25,30.25,30.25,16.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,-3.5,-0.5,
55,2009,4,13.441756715786823,19.0761296359252,21.15703381107444,19.09259971294776,21.15703388924004,20.644986679682255,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,16.0,36.0,16.0,36.0,30.25,1.0,1.0,1.0,1.0,1.0,1.0,-9.0,-7.0,-9.0,1.0
56,2009,4,10.936337685410535,0.0010967134357997566,8.362383425419331,8.801985596736436,3.7591132537534797,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,,1.0,,1.0,1.0,600.25,784.0,650.25,650.25,729.0,784.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,-0.0,-2.5,
57,2009,4,12.963943228831099,14.502195231011328,19.441597985868558,20.09455109968435,19.441597982123742,18.740967337221175,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,100.0,90.25,42.25,36.0,42.25,49.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.5,-4.5,-7.5,
58,2009,4,2.6885757781140995,-1.1900917217875673,-6.448647402195164,-2.3833931262185075,-12.881985947290339,-12.881985947290339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42.25,56.25,72.25,56.25,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,1.5,1.0
59,2009,4,21.374093797656712,18.87215595775693,20.530713847365384,20.45153479676003,21.615440957870188,22.7125263433525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,676.0,784.0,702.25,702.25,650.25,576.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.5,-7.0,-8.5,
60,2009,4,12.734580913070204,10.285355770079363,16.189187167408626,12.019267442812456,16.189191429131313,15.174856817753282,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,36.0,49.0,20.25,42.25,20.25,25.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.5,-3.0,-5.5,0.0
61,2009,4,15.39626268364458,14.221832777133159,15.174856817753282,10.027959692648723,15.174856817753282,10.214701168635479,1.0,1.0,,,0.0,,1.0,,,,,,4.0,6.25,4.0,16.0,4.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.0,-4.5,-5.0,0.0
62,2009,5,-33.090295274098835,-24.64969933937234,-39.63599677743869,-36.39929825197481,-39.635996777438834,-39.635996777438834,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,110.25,72.25,144.0,121.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-5.5,-9.0,
63,2009,5,-19.90443594625191,-14.087932969980344,-24.444796170274742,-24.703174595017863,-24.444796170274742,-26.734900580576806,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,56.25,42.25,72.25,72.25,72.25,81.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5,-3.5,-5.5,
64,2009,5,7.678129594260952,6.227640343887231,15.174856817748168,10.343517434553585,15.174856817753282,12.879903061302912,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,2.25,4.0,0.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,-5.0,-1.5,-5.0,1.0
65,2009,5,21.198503850597362,22.16031076784475,22.712526343352504,23.500555977797855,22.7125263433525,23.67242583697888,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,4.0,9.0,20.25,9.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,10.0,11.0,
66,2009,5,17.014602376364873,13.127444450002201,16.177391580346235,16.02972119847282,18.740967337221175,21.157033889240036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,4.0,0.25,0.25,1.0,9.0,,1.0,1.0,1.0,1.0,1.0,7.0,4.0,5.5,
67,2009,5,23.268965363421046,23.72745324108756,24.34596229841289,24.334580613458822,24.34591378636521,24.510571183405943,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,625.0,576.0,462.25,462.25,462.25,420.25,1.0,1.0,1.0,1.0,1.0,1.0,-15.5,-13.0,-15.5,
68,2009,5,21.391965822507686,23.22117959740666,23.733275142589594,22.820478155981395,24.34591378636521,24.34591378636521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49.0,36.0,64.0,12.25,12.25,1.0,1.0,1.0,1.0,1.0,1.0,-15.5,-12.0,-13.0,0.0
69,2009,5,20.89936471640419,20.770366388892736,21.435207070699484,21.13101022479037,22.38899459172338,22.7125263433525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.25,380.25,342.25,361.0,306.25,289.0,1.0,1.0,1.0,1.0,1.0,1.0,10.5,8.5,9.5,
70,2009,5,-3.9155965740306407,-0.9507863458541266,-4.065213716435622,-1.9857456376262057,-4.065213716435622,-4.065213716435622,,1.0,,,1.0,,,,,,,,1296.0,1225.0,1296.0,1260.25,1296.0,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,
71,2009,5,12.75283117623438,12.588665013941736,17.119047511671575,13.233951842835479,17.119053943554096,16.189191429131306,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,,9.0,9.0,1.0,9.0,1.0,2.25,1.0,1.0,1.0,1.0,1.0,1.0,-6.0,-4.0,-6.0,0.0
72,2009,5,-2.877524803927045,-10.878915492440285,-6.734502611509193,-2.8328197362124357,-12.881985947290339,-12.881985947290339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,12.25,30.25,20.25,12.25,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,1.5,1.0
73,2009,5,-1.818095028233202,-4.9436216073591055,5.510692074260337,1.8901896888232876,5.510692074260337,3.7591132537534797,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,1722.25,1764.0,1560.25,1640.25,1560.25,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.5,1.0,-1.5,
74,2009,5,11.321562174856581,14.665846190373253,12.874112643992436,3.521628154794424,12.879903061302912,8.740420408796655,1.0,1.0,,0.0,1.0,,,1.0,,,,,342.25,289.0,324.0,441.0,324.0,380.25,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,0.0
75,2009,5,2.0476564887289364,-4.713914731480973,-12.881985920083117,4.5120452183257065,-12.881985947290339,0.0,1.0,0.0,,1.0,1.0,,,,1.0,1.0,,,12.25,25.0,49.0,9.0,49.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0
76,2009,6,-18.463833242643453,-16.256637736509923,-17.449683719839662,-10.336672973116016,-17.49223774800508,-17.49223774800508,,1.0,,,1.0,,,,,,,,225.0,210.25,225.0,182.25,225.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.5,-4.0,
77,2009,6,21.23621476288804,23.020618166085782,23.996527864205827,23.638371118499922,23.996527864205827,23.672425836978878,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,289.0,210.25,144.0,169.0,144.0,169.0,1.0,1.0,1.0,1.0,1.0,1.0,-14.0,-11.5,-14.0,
78,2009,6,20.97821281022867,20.464427902697935,21.615440957870188,22.853770335836046,21.615440957870188,22.7125263433525,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,36.0,30.25,42.25,64.0,42.25,64.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.5,-8.5,-9.5,
79,2009,6,8.397287207702675,14.716367345868875,6.52444100737495,3.753835085186523,10.214701168635486,10.214701168635479,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,,0.0,1.0,1.0,0.25,9.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,-3.0,-5.0,-2.0,1.0
80,2009,6,5.2274508889720295,7.292873912603781,10.214696146310525,6.1880819770015805,10.214701168635486,10.214701168635479,0.0,0.0,,0.0,0.0,,,,,,,,380.25,361.0,324.0,380.25,324.0,324.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.0,-2.0,-3.0,
81,2009,6,23.19520789286429,22.71695345884268,23.48575698004659,23.273580056287567,23.996527864205827,24.12905432265759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.25,1.0,1.0,2.25,1.0,1.0,1.0,1.0,1.0,1.0,-14.0,-11.0,-12.5,1.0
82,2009,6,2.575240924840827,8.256652015461441,10.214701168635617,12.264188538997455,10.21470116863547,10.21470116863547,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,42.25,20.25,16.0,9.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,3.0,
83,2009,6,-35.1454331856587,-26.675871464512113,-26.734900580577147,-30.137629072723982,-26.734900580576806,-26.734900580576806,0.0,,,0.0,,,0.0,,0.0,,,,256.0,196.0,196.0,225.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-6.0,
84,2009,6,-27.20480180929323,-30.9025796064966,-50.83138237409831,-30.924794866718173,-57.20605159950303,-57.20605159950303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,121.0,256.0,121.0,342.25,342.25,0.0,0.0,0.0,0.0,0.0,0.0,14.5,7.0,12.0,1.0
